household_key,category_total,quantity_average,quantity_min,quantity_max,sales_average,sales_total,sales_min,sales_max,coupon_total,coupon_average,coupon_min,coupon_max,num_national_average,num_national_min,num_national_max,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,PAlive,clv,cluster
1229,34,82.74242424242425,1,769,231.1271212121213,15254.390000000005,1336.2800000000018,1.34,-30.55,-0.4628787878787879,-3.25,0,57.015151515151516,0,571,55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,0.999999999999968,15104.83715681444,3
1234,33,32.111111111111114,1,160,87.98777777777778,5543.2300000000005,367.69000000000017,3.19,-4.6,-0.073015873015873,-2.5999999999999996,0,21.11111111111111,1,102,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999318278835517,5451.719085012459,4
1236,29,36.48148148148148,1,132,74.05055555555556,3998.73,402.9600000000001,2.69,0,0,0,0,19.72222222222222,0,83,35-44,U,50-74K,Unknown,2 Adults Kids,3,1,0.9998302300036676,3893.428038327135,4
1240,32,54.53225806451613,1,602,163.4004838709678,10130.830000000004,1126.570000000001,1,-10.77,-0.17370967741935484,-4.99,0,37.12903225806452,0,484,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999999999999716,10031.508137226385,1
1247,29,52.91379310344828,1,463,112.3037931034483,6513.620000000001,832.2900000000004,1.09,-14.329999999999998,-0.24706896551724136,-8.879999999999999,0,35.706896551724135,1,370,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9998448871704992,6351.2450217741525,1
1248,31,57.96610169491525,1,322,149.2035593220339,8803.01,1307.7799999999993,1.99,-77.66,-1.316271186440678,-34.629999999999995,0,32.49152542372882,1,187,45-54,U,50-74K,Unknown,1 Adult Kids,2,1,0.9983155490700503,7460.090365093134,1
1256,33,29.984615384615385,0,447,76.33384615384617,4961.700000000001,746.96000000000015,-7,-16.95,-0.26076923076923075,-7,0,22.046153846153846,0,212,45-54,U,50-74K,Unknown,1 Adult Kids,2,1,0.9994247021221838,4645.784864990954,4
1257,31,18.15625,1,120,38.905,1244.96,220.36000000000004,2.87,0,0,0,0,11.03125,0,97,45-54,U,50-74K,Homeowner,2 Adults Kids,3,1,0.9997170834587717,1198.8374162732175,2
1258,31,23.55,1,166,56.2885,3377.31,260.42,1,-8.5,-0.14166666666666666,-2.5,0,15.216666666666667,0,125,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,0.999999999999936,3344.19911762567,2
1260,33,69.7936507936508,1,612,178.2957142857144,11232.630000000006,1200.2200000000023,0.6900000000000001,-6.05,-0.09603174603174604,-2.5,0,47.682539682539684,1,500,65+,U,50-74K,Homeowner,Single Male,1,None/Unknown,1.0000000000000142,11122.506176486391,3
1261,32,38.59322033898305,1,507,60.603389830508476,3575.6,326.15,0.6600000000000001,-14.85,-0.2516949152542373,-10,0,17.1864406779661,0,179,45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,0.9990610590343947,3236.643390956716,2
1263,32,30.81967213114754,1,125,84.6188524590164,5161.75,669.7400000000004,0.79,-10.23,-0.1677049180327869,-3.59,0,16.262295081967213,0,64,25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,0.9604195280262818,1030.8785706099113,2
1264,32,38.60655737704918,1,275,100.63213114754099,6138.56,556.1400000000001,2.39,-81.4,-1.3344262295081968,-61,0,15.540983606557377,0,76,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,0.998268586594018,5181.283643210645,4
1267,31,13.49056603773585,1,71,30.36509433962264,1609.35,109.26999999999997,1.05,-0.5,-0.009433962264150943,-0.5,0,11.377358490566039,0,64,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,0.9998590863369226,1571.428484423098,2
1268,31,17.70689655172414,1,116,51.70637931034483,2998.9700000000003,283.6900000000002,2,0,0,0,0,12.327586206896552,1,71,35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2,0.999589368342195,2852.4381910169795,2
1270,29,25.66,1,177,69.44180000000001,3472.0900000000006,380.7500000000002,0.88,0,0,0,0,15.48,0,129,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,0.9994727796842006,3265.866770928026,2
1272,34,61.80597014925373,2,390,148.49626865671647,9949.250000000004,635.3600000000001,6,-35.25,-0.5261194029850746,-7,0,42.61194029850746,0,228,65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1.000000000000135,9851.70833346633,1
1285,31,44.557377049180324,1,293,80.34803278688524,4901.23,446.19000000000005,-0.7100000000000016,-66.12,-1.083934426229508,-21.33,0,30.491803278688526,0,258,25-34,B,25-34K,Renter,1 Adult Kids,3,2,0.9998446615978268,4778.943382577618,4
1291,31,27.666666666666668,1,126,54.62183333333333,3277.31,206.12999999999997,1,-12.7,-0.21166666666666667,-4,0,14.45,0,62,55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,0.9996614727470349,3138.9185619965265,2
1296,27,24.307692307692307,0,203,40.682307692307695,2115.48,149.01999999999998,-1,-8.95,-0.17211538461538461,-2.5,0,13.73076923076923,0,70,65+,A,25-34K,Homeowner,Single Female,2,None/Unknown,0.9997697341194883,2047.590966321228,2
1297,29,23.170212765957448,1,306,50.13851063829788,2356.51,528.5900000000003,-0.009999999999999787,-3,-0.06382978723404255,-3,0,12.617021276595745,0,199,35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,1.0000000000000426,2333.4069607942597,2
1299,33,38.86363636363637,1,170,75.32878787878788,4971.7,306.2999999999999,3.29,-124.55,-1.8871212121212122,-19.990000000000002,0,18.666666666666668,0,80,35-44,U,15-24K,Renter,2 Adults Kids,4,2,1.000000000000071,4922.95784317223,4
1300,32,24.264150943396228,0,220,49.045094339622636,2599.39,264.25999999999993,0,-24.03,-0.45339622641509436,-8.49,0,10.245283018867925,0,105,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,0.9999340615227972,2557.04501884555,2
1305,33,55.067796610169495,1,438,119.08711864406781,7026.140000000001,1481.8099999999997,1,-16.4,-0.27796610169491526,-12,0,27.1864406779661,0,274,19-24,B,Under 15K,Renter,1 Adult Kids,2,1,0.04528038171417748,72.11687357277876,4
1306,31,25.524590163934427,1,113,49.432131147540986,3015.36,229.70999999999995,1.77,-6.33,-0.10377049180327869,-2.79,0,14.344262295081966,1,75,45-54,U,Under 15K,Unknown,Unknown,1,None/Unknown,0.9997234847638609,2905.4573252212463,2
1316,31,27.892857142857142,1,137,66.24678571428572,3709.82,320.4200000000001,2,-7.2,-0.12857142857142856,-2.5,0,15.25,0,71,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,0.997627092619261,2968.9458610227293,2
1318,32,32.81666666666667,1,250,90.76466666666667,5445.88,427.9800000000001,2.5,-13.55,-0.22583333333333333,-9.15,0,23.85,0,153,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9977675557994183,4408.3495752642975,4
1321,28,25.1875,1,153,39.369166666666665,1889.7199999999998,168.14999999999998,0.99,-2.5,-0.052083333333333336,-2.5,0,10.395833333333334,0,62,19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,0.9999268845767031,1857.6113294658282,2
1326,33,59.03174603174603,1,411,114.47031746031747,7211.630000000001,651.1000000000001,2.84,-16.349999999999998,-0.2595238095238095,-8.45,0,23.58730158730159,0,118,45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown,0.9993996666146638,6736.512414766454,1
1333,33,41.18181818181818,1,185,115.89287878787879,7648.93,481.5999999999996,0.34,-58.42,-0.8851515151515151,-31.400000000000002,0,28.939393939393938,0,134,45-54,U,125-149K,Homeowner,2 Adults Kids,4,2,0.9992871844931807,7069.9812625119985,1
1337,33,76.98484848484848,1,392,144.20651515151516,9517.630000000001,543.9300000000004,1.29,-80.6,-1.2212121212121212,-23.630000000000003,0,42.015151515151516,0,241,45-54,U,50-74K,Homeowner,2 Adults Kids,4,2,1.0000000000000782,9424.319902034438,1
1352,32,28.83606557377049,1,165,68.41475409836066,4173.3,278.6900000000001,0.99,-5.79,-0.09491803278688525,-2.24,0,21.557377049180328,0,115,35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000426,4132.385294135261,4
1354,30,17.910714285714285,1,78,41.73160714285714,2336.97,190.80000000000004,0.8,-12.75,-0.22767857142857142,-5.75,0,11.303571428571429,0,52,65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999324133256663,2298.523572994132,2
1357,25,51.60526315789474,2,724,71.77,2727.2599999999998,310.76999999999975,1.3800000000000001,-54.2,-1.4263157894736842,-19.5,0,5.2105263157894735,0,27,55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999327608694588,2682.4853585429532,2
1363,33,26.64516129032258,1,142,65.07854838709677,4034.8700000000003,514.7200000000001,2.69,-3,-0.04838709677419355,-2,0,16.096774193548388,0,101,25-34,U,15-24K,Unknown,1 Adult Kids,2,1,1.0000000000000284,3995.3124509917448,4
1364,31,16.75,1,62,40.306666666666665,2418.4,142.89000000000001,1.09,-46.65,-0.7775,-14.5,0,12.1,1,43,65+,B,100-124K,Homeowner,Single Female,1,None/Unknown,0.9999318518935983,2378.4812964320695,2
1367,34,64.78787878787878,4,377,147.66848484848487,9746.12,690.3900000000006,9.23,-47.85,-0.725,-9,0,40.5,0,221,35-44,U,75-99K,Homeowner,2 Adults Kids,3,1,0.9999254147294974,9579.123651052367,1
1369,27,25.043478260869566,1,134,67.49369565217391,3104.71,230.32999999999996,1,-1,-0.021739130434782608,-1,0,18.17391304347826,0,115,25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown,1.0000000000000995,3074.2716666972456,2
1370,29,65.875,1,364,152.2926785714286,8528.390000000003,698.080000000001,1,-3.5,-0.0625,-2.5,0,33.892857142857146,0,237,65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999999999999716,8444.778333309327,1
1376,34,56.38805970149254,1,215,116.6368656716418,7814.670000000001,375.3700000000002,1.49,-144.69,-2.1595522388059702,-20.6,0,31.746268656716417,0,138,55-64,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.9996930633548017,7507.619241882318,1
1378,34,47.353846153846156,1,571,104.81461538461537,6812.949999999999,501.73999999999836,0.99,-12.25,-0.18846153846153846,-5.25,0,22.953846153846154,0,137,25-34,U,100-124K,Unknown,Single Female,1,None/Unknown,0.9996414983015224,6512.675837607372,1
1382,32,19.637931034482758,0,143,53.09,3079.2200000000003,372.16000000000014,-2.15,-3.25,-0.05603448275862069,-2.15,0,12.827586206896552,0,80,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9995213089487022,2909.744693970926,2
1388,32,45.09836065573771,1,293,100.05098360655738,6103.110000000001,421.65999999999985,0.34,-36.64,-0.600655737704918,-8.25,0,26.114754098360656,0,121,35-44,A,100-124K,Unknown,2 Adults Kids,3,1,0.9998494830885666,5953.662893195339,4
1389,32,18.452830188679247,1,73,53.464528301886794,2833.62,209.26000000000002,1.49,-5.55,-0.10471698113207548,-3.5,0,10.849056603773585,0,62,65+,A,100-124K,Homeowner,Single Female,2,None/Unknown,0.9990904672697967,2571.9152975238453,2
1391,34,42.95384615384615,2,181,93.9549230769231,6107.0700000000015,359.9800000000001,4.08,-26.35,-0.4053846153846154,-5,0,21.53846153846154,0,113,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9997377213252019,5892.645246085996,4
1393,32,35.92063492063492,1,518,93.40365079365081,5884.430000000001,738.3600000000008,0.59,-15.48,-0.24571428571428572,-11.38,0,23.714285714285715,0,340,35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown,0.9997013178068743,5657.7525168154425,4
1394,29,34.370370370370374,1,232,81.0312962962963,4375.6900000000005,405.24000000000007,0.5,-14.19,-0.2627777777777778,-3.4,0,23.666666666666668,0,189,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9995667523972912,4152.869023549716,4
1396,31,56.85964912280702,1,291,115.93877192982457,6608.51,619.8700000000005,1.5,-51.99,-0.9121052631578948,-12,0,25.05263157894737,0,150,65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1.415011446635378e-9,64.78931381626013,2
1397,32,43.82258064516129,1,170,90.12129032258065,5587.5199999999995,412.95999999999975,2.39,-41.13,-0.6633870967741936,-5.05,0,29.56451612903226,1,131,45-54,B,35-49K,Renter,Single Female,1,None/Unknown,0.9996360860649387,5338.466169078751,4
1402,23,25.17948717948718,1,149,51.028461538461535,1990.11,345.66,0.99,-0.25,-0.00641025641025641,-0.25,0,12,0,81,55-64,U,15-24K,Unknown,Single Male,1,None/Unknown,0.9998383293981811,1939.247191593006,2
1412,31,29.603448275862068,1,168,69.74310344827586,4045.1,479.2199999999999,1,-6.75,-0.11637931034482758,-5,0,19.5,0,101,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,0.9994795827180495,3807.3035028132667,4
1418,34,14.806451612903226,1,96,43.749677419354846,2712.4800000000005,697.4400000000003,0.6900000000000001,-2.2,-0.035483870967741936,-1,0,9.596774193548388,0,70,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,0.999679680889672,2602.5232651339547,2
1419,32,59.34375,1,313,113.37390625,7255.93,710.2100000000006,0.5,-206.44,-3.225625,-37.54,0,31.359375,0,143,35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,1.0000000000000853,7184.7934314338045,1
1421,32,36.59649122807018,0,256,71.1178947368421,4053.7200000000003,472.27000000000015,0,-23.65,-0.4149122807017544,-6.8,0,22.263157894736842,0,155,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999999999999858,4013.977647053116,4
1423,24,26.153846153846153,1,206,39.77923076923077,1551.39,245.86000000000004,0.62,-0.75,-0.019230769230769232,-0.75,0,7.948717948717949,0,62,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,0.9935963781153014,936.4884809681015,2
1425,32,29.634920634920636,1,140,60.63968253968253,3820.2999999999997,347.27999999999986,0.49,-65.39,-1.037936507936508,-14.660000000000004,0,19.333333333333332,0,68,19-24,B,50-74K,Unknown,2 Adults Kids,3,1,0.9998465872611942,3725.6892591133906,4
1428,34,34.516129032258064,2,200,68.09629032258064,4221.97,364.61000000000007,4.88,-19.19,-0.30951612903225806,-5.99,0,15.403225806451612,0,74,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,0.9982556387317568,3559.6470866058994,4
1429,22,14.805555555555555,0,86,21.878888888888888,787.64,137.67000000000002,-2.39,-38.64,-1.0733333333333333,-6,0,4.694444444444445,0,35,45-54,B,35-49K,Renter,Single Female,1,None/Unknown,0.999931221234362,774.5905013598372,2
1430,33,99.27692307692308,1,393,250.06538461538472,16254.250000000007,1034.6000000000008,1.49,-54.5,-0.8384615384615385,-11,0,53.738461538461536,0,194,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1.0000000000000178,16094.894607871722,3
1437,32,41.24193548387097,1,159,75.29822580645163,4668.490000000001,447.12000000000035,1.5,-101.07,-1.6301612903225806,-11.35,0,25.177419354838708,0,117,25-34,A,15-24K,Homeowner,1 Adult Kids,3,1,0.9932543045768486,2760.542559376205,4
1438,29,13.941176470588236,1,140,42.17607843137256,2150.9800000000005,316.60000000000025,1.59,0,0,0,0,9.549019607843137,0,102,45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,0.9995677354252135,2041.6391335894577,2
1443,27,18.181818181818183,1,139,49.916136363636376,2196.3100000000004,385.05000000000024,0.99,-2,-0.045454545454545456,-2,0,11.295454545454545,0,93,35-44,U,150-174K,Unknown,2 Adults No Kids,2,None/Unknown,0.9999278891668489,2159.207325103696,2
1445,33,33.42622950819672,1,311,83.90983606557378,5118.500000000001,626.9100000000008,1.29,-20.05,-0.32868852459016396,-8.55,0,21.852459016393443,0,239,35-44,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9997156626124543,4928.191711785607,4
1451,33,39.4375,1,219,83.57546875000001,5348.830000000001,402.6700000000001,0.79,-161.7,-2.5265625,-24.749999999999996,0,18.484375,0,127,45-54,A,125-149K,Homeowner,1 Adult Kids,5+,3+,0.9999230485185396,5255.945213133561,4
1452,31,29.09090909090909,1,299,31.644000000000002,1740.42,146.2,1,-2,-0.03636363636363636,-2,0,9.290909090909091,0,69,45-54,A,25-34K,Unknown,2 Adults Kids,3,1,0.9807339784073524,588.8593546505425,2
1453,34,115.8529411764706,1,714,314.08426470588245,21357.730000000007,1642.170000000001,3.5,-79.76,-1.1729411764705882,-18.240000000000002,0,81.94117647058823,0,521,45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,0.9999101810478088,20960.079254547316,3
1454,30,32.98148148148148,1,385,77.65407407407409,4193.320000000001,887.5100000000004,1,-31.86,-0.59,-8.29,0,18.666666666666668,0,281,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000142,4152.209019613741,4
1461,33,42.33846153846154,1,231,92.3456923076923,6002.47,755.8100000000001,1.29,-2,-0.03076923076923077,-1,0,19.076923076923077,0,71,35-44,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9998249367970219,5841.361509344074,4
1462,33,33.765625,1,222,74.26406250000001,4752.9000000000005,369.5100000000002,1.25,-9.69,-0.15140625,-3.19,0,27.3125,0,175,25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown,0.9990980385027705,4316.932271658137,4
1467,30,37.5,1,401,50.03076923076926,2601.6000000000017,490.5400000000012,1,-6.49,-0.12480769230769231,-5.49,0,28.307692307692307,0,352,35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2,1.0000000000000568,2576.0941176617016,2
1468,30,24.224137931034484,1,160,63.70534482758622,3694.9100000000003,294.16,1.78,-3,-0.05172413793103448,-2,0,15.224137931034482,0,124,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2.4734605768161155e-5,36.22549499495652,2
1470,31,13.241379310344827,1,111,29.811379310344826,1729.06,224.70999999999995,1.25,-4,-0.06896551724137931,-3,0,7.620689655172414,0,33,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,0.9997433652612694,1669.2691852497837,2
1474,31,22.862745098039216,1,161,47.95823529411764,2445.87,313.83,0.89,0,0,0,0,13.470588235294118,0,89,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.9996800298003347,2346.80026734135,2
1475,33,81.70967741935483,1,502,206.1914516129033,12783.870000000006,1227.8700000000013,1,-30.240000000000002,-0.48774193548387096,-7,0,41.70967741935484,0,274,25-34,B,50-74K,Homeowner,Single Male,1,None/Unknown,0.9999196390883113,12557.623732001703,3
1479,33,62.184615384615384,1,306,132.63815384615387,8621.480000000001,840.5800000000002,1,-48.45,-0.7453846153846154,-11.870000000000001,0,36.13846153846154,0,216,45-54,U,15-24K,Probable Renter,Unknown,1,None/Unknown,0.999747568611043,8326.762074672086,1
1481,31,25.810344827586206,1,143,51.43448275862069,2983.2,300.59000000000003,0.99,-2.75,-0.047413793103448273,-1.25,0,16.82758620689655,0,82,19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,0.999734008112641,2877.4160096637265,2
1483,32,36.53333333333333,1,142,73.69683333333333,4421.81,423.09000000000015,0.5,-9.38,-0.15633333333333335,-4.15,0,18.283333333333335,0,75,19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,0.9999999999999858,4378.458921562402,4
1484,31,27.62295081967213,1,196,51.893606557377055,3165.51,334.9700000000002,1.5,-43.88,-0.719344262295082,-5.84,0,17.639344262295083,1,157,19-24,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9997520836926667,3058.646747526892,2
1485,30,11.037735849056604,1,52,40.950943396226414,2170.4,291.34000000000003,0.79,-11.49,-0.2167924528301887,-7.5,0,6.6415094339622645,0,27,35-44,U,50-74K,Homeowner,Single Male,1,None/Unknown,0.997954988450357,1784.2420156842024,2
1488,31,24.366666666666667,1,118,51.82066666666667,3109.2400000000002,407.35000000000014,1.34,-33.93,-0.5655,-13.18,0,13.05,0,55,25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown,0.9955908598629147,2136.669659404632,2
1491,33,42.80327868852459,1,435,92.35901639344263,5633.9000000000005,369.9400000000003,1.29,-3.05,-0.05,-1,0,31.39344262295082,0,236,65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999216016510661,5535.270082735559,4
1492,27,13.733333333333333,1,80,27.195333333333334,1223.79,142.42,1.69,-2.5,-0.05555555555555555,-2.5,0,7.4,0,52,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9998584160078458,1194.8745479611441,2
1494,33,23.016666666666666,0,110,43.260333333333335,2595.6200000000003,237.23000000000008,-1,-1.75,-0.029166666666666667,-1,0,12.05,0,51,65+,B,25-34K,Unknown,Single Female,1,None/Unknown,0.998833261422317,2301.632412380986,2
1499,29,17.235294117647058,0,125,40.261372549019605,2053.33,165.28999999999996,-1,-12.75,-0.25,-7.5,0,9.529411764705882,0,50,55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000142,2033.1993137283778,2
1505,32,30.82758620689655,0,118,69.22413793103449,4015.0000000000005,367.40000000000003,0,-36.29,-0.6256896551724138,-6.75,0,22.155172413793103,0,85,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,0.179283772022094,47.85794620359456,2
1509,32,27.433333333333334,1,113,85.23816666666667,5114.29,312.32000000000016,0.8,-9.5,-0.15833333333333333,-3,0,21.283333333333335,1,77,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999274139434835,5027.656128769938,4
1517,32,32.17460317460318,1,173,60.09444444444445,3785.9500000000003,317.21,3.16,-25.990000000000002,-0.41253968253968254,-7.5,0,16.714285714285715,0,95,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,0.9997446092530076,3655.4753842379528,4
1524,33,15.557377049180328,1,89,35.46967213114754,2163.65,144.28999999999996,0.8,-59.67,-0.9781967213114754,-9.77,0,8.80327868852459,0,61,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999335469127789,2128.294570624649,2
1527,33,76.03076923076924,1,306,202.8947692307693,13188.160000000003,673.2700000000006,3.29,-12.24,-0.18830769230769231,-6.49,0,39.46153846153846,1,213,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999244086269701,12960.89115789382,3
1528,34,52.223880597014926,1,297,110.0144776119403,7370.969999999999,495.3299999999998,2.5,-6.98,-0.10417910447761194,-2,0,29.208955223880597,0,110,35-44,B,125-149K,Unknown,Single Female,1,None/Unknown,1.0000000000000355,7298.705588261217,1
1529,32,58.049180327868854,1,399,121.97196721311478,7440.290000000002,736.6300000000009,-16.89,-141.76,-2.323934426229508,-45.03,0,33.65573770491803,1,235,45-54,U,50-74K,Unknown,Single Male,1,None/Unknown,0.999514068497731,7025.9337272973125,1
1534,33,43.30769230769231,1,272,100.49969230769231,6532.4800000000005,489.0200000000003,1.98,-130.93,-2.014307692307692,-58.25,0,26.29230769230769,0,149,25-34,A,75-99K,Renter,2 Adults Kids,3,1,0.9996152725614821,6228.797160760654,1
1536,31,44.48275862068966,1,337,99.50793103448277,5771.46,406.31,2.39,-29.99,-0.5170689655172414,-20,0,22.396551724137932,0,92,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1.0000000000000853,5714.877058872253,4
1537,32,21.396551724137932,0,236,50.39362068965518,2922.8300000000004,945.5500000000006,-2,-2.8,-0.04827586206896552,-2,0,10,0,97,19-24,A,35-49K,Renter,2 Adults Kids,3,1,0.9904999813304192,1484.190786153632,2
1540,31,40.28333333333333,1,249,60.27733333333333,3616.64,278.65000000000015,0.5,-3.05,-0.050833333333333335,-2.5,0,16.966666666666665,0,154,45-54,U,15-24K,Unknown,2 Adults Kids,4,2,0.9999288583195839,3555.8855775625157,4
1541,33,45.53125,1,291,118.31437500000001,7572.120000000001,812.9500000000005,0.99,-114.99,-1.79671875,-15.6,0,32.1875,0,200,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,0.999340164403291,7033.7703254321905,1
1545,33,24.03076923076923,1,119,59.416000000000004,3862.04,254.13000000000008,2,-9.05,-0.13923076923076924,-2.5,0,12.96923076923077,0,81,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9998366404402302,3762.70940750986,4
1549,29,18.703703703703702,1,94,32.01333333333333,1728.7199999999998,160.60000000000002,0.59,-26,-0.4814814814814815,-4.25,0,8.981481481481481,0,50,45-54,U,15-24K,Homeowner,Unknown,1,None/Unknown,0.999999999999929,1711.7717646937178,2
1556,31,43.275862068965516,1,334,64.9396551724138,3766.5,202.39000000000001,1.29,-42.410000000000004,-0.7312068965517241,-6.13,0,18.79310344827586,0,110,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999288574898854,3703.2278370265135,4
1557,28,42.38,1,431,96.87080000000003,4843.540000000002,728.7800000000009,2,-9.2,-0.184,-3.75,0,28.72,1,304,25-34,A,100-124K,Renter,1 Adult Kids,4,2,0.99992698147359,4761.288089713078,4
1563,32,26.716666666666665,1,190,77.9815,4678.89,496.40000000000003,1,-9.99,-0.1665,-8.99,0,13.883333333333333,0,97,45-54,A,75-99K,Homeowner,Unknown,3,1,0.9973247685492685,3655.174698324269,4
1566,32,54.88461538461539,1,259,174.28423076923085,9062.780000000004,2034.8100000000022,1.58,-19.8,-0.38076923076923075,-12,0,38.61538461538461,0,220,35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.999810567521171,8807.094246251496,1
1567,28,26.46153846153846,0,199,40.77403846153847,2120.25,269.90000000000003,-4.5,-5.05,-0.09711538461538462,-4.5,0,16.23076923076923,0,162,45-54,U,15-24K,Renter,Single Male,1,None/Unknown,0.9997223053767891,2042.737512897818,2
1568,31,35.06896551724138,0,115,79.36258620689655,4603.03,503.09,-0.2,-6.95,-0.11982758620689656,-3,0,15.241379310344827,0,49,55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,0.9997673340924966,4454.266655534757,4
1572,31,18.428571428571427,1,86,41.19678571428572,2307.02,162.86000000000004,0.99,-21.89,-0.39089285714285715,-3.5,0,9.732142857142858,0,44,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000426,2284.402156872482,2
1578,31,24.87719298245614,1,95,48.302807017543856,2753.2599999999998,184.43,0.99,-3.55,-0.062280701754385964,-2.5,0,14.56140350877193,0,54,45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,0.9972092995120722,2131.44483953406,2
1580,31,29.11320754716981,1,247,32.111509433962276,1701.9100000000005,165.25,0.64,-0.75,-0.014150943396226415,-0.4,0,11.735849056603774,0,71,19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,0.9999291534439145,1673.369362206013,2
1585,33,39.04615384615385,3,139,127.17569230769232,8266.42,778.19,4.96,-5.8,-0.08923076923076922,-2.5,0,24.49230769230769,1,95,45-54,B,150-174K,Homeowner,Single Female,1,None/Unknown,0.9992481753461677,7613.011679602812,1
1588,33,34.984375,1,292,79.82656250000002,5108.9000000000015,572.8400000000004,0.99,-6,-0.09375,-2,0,22.46875,0,205,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.9996791321338688,4901.538136825657,4
